Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,43566910,13842858,0,2,0,1,0,2,1,1,2,1,1,1,1,1,1,13842843,68.226,751400.000,238748.500,9125001600.000,2899361784.000,149349047,33132,1415673630
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,43566910,13842858,0,0,3,1,1,1,1,1,1,2,1,2,1,1,2,13842840,68.226,751400.000,238748.000,9125001600.000,2899355712.000,149260111,33827,1598486282
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,43566910,13842859,0,0,2,2,2,1,1,1,1,1,1,1,2,1,1,13842842,68.226,751400.000,238748.500,9125001600.000,2899361784.000,149339040,33650,1521649472
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,43566910,13842860,0,1,2,1,1,2,1,1,2,1,0,2,1,1,1,13842843,68.226,751399.500,238748.500,9124995528.000,2899361784.000,149609932,33232,1451003735
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,43566910,13842860,0,0,4,1,0,1,1,2,0,2,1,2,0,1,2,13842843,68.226,751399.500,238749.000,9124995528.000,2899367856.000,149349938,33702,1524127285
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,43566911,13842860,0,2,1,3,1,1,1,1,1,2,1,1,1,1,1,13842842,68.226,751400.000,238748.500,9125001600.000,2899361784.000,149266615,32972,1443192227
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,43566911,13842861,0,0,5,2,0,2,1,1,1,1,2,1,1,1,1,13842842,68.226,751400.000,238748.000,9125001600.000,2899355712.000,149307463,33395,1850168035
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,43566911,13842858,0,1,1,1,2,0,2,1,1,1,2,1,2,0,2,13842841,68.226,751400.000,238747.500,9125001600.000,2899349640.000,149310413,33295,1625793207
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10179247,10179221,0,45,1054,1313,386,13,7,6,6,7,5,5,4,9,61,10176300,0.000,175562.000,175561.000,250000288.000,249998864.000,152575,31950,255177
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10179247,10179223,0,30,984,1381,402,19,1,6,3,8,5,9,5,3,60,10176307,0.000,175562.000,175561.000,250000288.000,249998864.000,153202,32287,256535
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10179247,10179223,0,59,866,1497,378,10,10,3,9,5,7,4,5,9,55,10176306,0.000,175562.000,175561.000,250000288.000,249998864.000,153785,32270,260635
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10179247,10179214,0,13,1044,1435,305,15,7,8,5,5,4,6,2,3,34,10176328,0.000,175561.500,175559.000,249999576.000,249996016.000,156007,32097,258307
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10179247,10179215,0,28,1145,1265,354,18,7,7,6,6,5,5,5,5,56,10176303,0.000,175561.500,175559.500,249999576.000,249996728.000,153478,32292,261392
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10179247,10179221,0,18,1031,1360,396,9,5,6,5,4,7,2,7,5,70,10176296,0.000,175561.500,175561.000,249999576.000,249998864.000,153029,32127,256625
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10179247,10179215,0,40,836,1507,418,12,8,4,5,6,4,7,6,7,46,10176309,0.000,175561.500,175560.000,249999576.000,249997440.000,153217,32177,256930
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10179248,10179226,0,19,1068,1334,370,23,4,5,6,6,8,3,4,4,68,10176304,0.000,175562.000,175565.000,250000288.000,250004560.000,152941,32750,259362
