Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,59267813,14319884,0,0,3,2,1,1,1,1,1,1,2,0,0,2,1,14319868,75.839,988142.500,238749.000,12000002520.000,2899367856.000,154283012,33887,1543152255
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,59267813,14319883,0,0,3,2,1,1,1,1,1,1,1,1,2,0,1,14319867,75.839,988142.500,238748.000,12000002520.000,2899355712.000,154313841,33342,1415416832
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,59267813,14319883,0,0,2,1,1,2,1,1,1,1,1,1,1,1,1,14319868,75.839,988142.500,238748.000,12000002520.000,2899355712.000,154329376,33885,1535672160
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,59267813,14319884,0,0,3,2,1,1,1,2,1,0,1,2,0,2,1,14319867,75.839,988142.500,238748.500,12000002520.000,2899361784.000,154322728,34130,1524981345
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,59267813,14319884,0,0,3,1,2,1,1,1,2,0,0,2,1,1,1,14319868,75.839,988142.000,238748.500,11999996448.000,2899361784.000,154320923,34022,1355430935
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,59267813,14319884,0,0,2,3,1,1,1,1,1,1,1,1,1,1,1,14319868,75.839,988142.000,238748.000,11999996448.000,2899355712.000,154304679,33727,2007749637
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,59267813,14319884,0,0,2,2,2,1,1,1,1,0,1,2,1,1,1,14319868,75.839,988142.000,238748.500,11999996448.000,2899361784.000,154309082,33447,1426611247
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,59267813,14319880,0,0,0,1,0,0,2,0,1,0,2,0,2,2,0,14319870,75.839,988142.000,238748.500,11999996448.000,2899361784.000,154327323,39487,1542706487
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530025,10529997,0,2,394,893,575,61,5,4,2,3,4,2,3,2,41,10528006,0.000,175561.500,175556.000,249999576.000,249991744.000,154754,32722,254660
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530025,10530000,0,3,474,965,448,32,7,3,5,2,3,2,4,4,25,10528023,0.000,175561.500,175562.000,249999576.000,250000288.000,155212,32980,255035
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530026,10529993,0,3,510,883,504,24,6,2,3,1,4,3,2,5,36,10528007,0.000,175562.000,175560.000,250000288.000,249997440.000,156245,32942,259402
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530026,10529995,0,6,419,916,520,62,7,3,3,3,3,4,2,2,12,10528033,0.000,175562.000,175560.500,250000288.000,249998152.000,158452,32987,257345
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530026,10529997,0,6,410,949,520,41,6,4,1,2,3,4,3,3,41,10528004,0.000,175562.000,175562.000,250000288.000,250000288.000,155567,32980,253607
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530026,10529998,0,3,491,921,460,47,9,2,4,2,4,2,3,0,27,10528023,0.000,175562.000,175563.000,250000288.000,250001712.000,155371,32985,256637
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530026,10529990,0,2,351,892,572,103,7,6,2,5,0,6,2,3,24,10528015,0.000,175562.000,175557.000,250000288.000,249993168.000,155770,32710,260312
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530026,10529992,0,3,444,896,517,65,4,3,5,4,0,2,3,4,41,10528001,0.000,175561.500,175560.500,249999576.000,249998152.000,155372,32740,262722
