Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,59267880,14319902,0,0,4,2,1,0,2,1,1,0,2,1,1,1,1,14319885,75.839,988142.000,238749.000,11999996448.000,2899367856.000,154276560,33772,1532088075
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,59267880,14319899,0,0,2,0,2,2,0,1,1,1,1,1,1,1,1,14319885,75.839,988142.000,238748.500,11999996448.000,2899361784.000,154268392,33672,1401077185
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,59267880,14319900,0,0,3,1,1,1,1,2,1,1,1,1,1,1,1,14319884,75.839,988142.000,238748.000,11999996448.000,2899355712.000,154314798,33552,1356588845
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,59267881,14319901,0,0,3,2,1,1,1,0,2,1,1,1,1,2,0,14319885,75.839,988142.500,238748.000,12000002520.000,2899355712.000,154335564,33797,1538052757
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,59267881,14319899,0,0,1,0,1,2,0,2,1,1,1,1,1,1,1,14319886,75.839,988142.500,238748.500,12000002520.000,2899361784.000,154328215,35872,1497772627
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,59267881,14319899,0,0,1,2,1,1,1,2,0,1,1,2,1,0,1,14319885,75.839,988142.500,238748.500,12000002520.000,2899361784.000,154320868,35862,1502165952
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,59267881,14319900,0,0,2,1,1,1,1,1,1,1,1,1,2,2,0,14319885,75.839,988142.500,238748.500,12000002520.000,2899361784.000,154307707,33772,1484185725
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,59267881,14319901,0,0,4,1,1,1,0,1,2,1,1,1,0,2,0,14319886,75.839,988142.500,238748.500,12000002520.000,2899361784.000,154318944,34060,1663212110
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530037,10530005,0,1,438,958,483,47,4,5,2,2,5,1,4,2,32,10528021,0.000,175561.500,175556.500,249999576.000,249992456.000,154701,32965,259907
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530037,10530006,0,2,458,955,469,43,2,3,3,3,4,3,1,3,36,10528021,0.000,175561.500,175558.000,249999576.000,249994592.000,155228,32992,255155
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530038,10530012,0,2,497,898,490,40,2,4,5,1,5,0,5,2,27,10528034,0.000,175562.000,175565.000,250000288.000,250004560.000,156331,32855,263800
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530038,10530006,0,3,469,872,512,71,4,2,2,4,1,3,3,4,16,10528040,0.000,175562.000,175562.000,250000288.000,250000288.000,158501,33142,266047
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530038,10530004,0,1,505,885,485,45,6,4,2,7,4,5,1,3,28,10528023,0.000,175562.000,175560.500,250000288.000,249998152.000,155779,33087,261732
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530038,10530009,0,2,492,917,474,39,8,2,3,1,5,2,3,2,29,10528030,0.000,175562.000,175559.500,250000288.000,249996728.000,155708,32830,259037
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530038,10530005,0,4,465,910,481,61,7,6,4,5,2,4,1,3,37,10528015,0.000,175562.000,175559.500,250000288.000,249996728.000,155752,32780,257585
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530038,10530006,0,3,512,869,477,63,6,2,6,4,4,1,3,2,33,10528021,0.000,175561.500,175560.000,249999576.000,249997440.000,155350,33030,253702
