Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,59269227,14320226,0,0,2,1,1,1,1,1,1,1,1,1,1,1,2,14320211,75.839,988142.000,238748.000,11999996448.000,2899355712.000,154255782,33837,1479553637
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,59269227,14320227,0,0,3,0,2,1,1,0,2,1,1,1,1,1,1,14320212,75.839,988142.000,238748.500,11999996448.000,2899361784.000,154256649,33710,1381428795
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,59269227,14320226,0,0,3,0,1,1,2,1,2,0,1,1,0,2,1,14320211,75.839,988142.000,238748.500,11999996448.000,2899361784.000,154330635,33710,1346609505
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,59269227,14320227,0,0,2,1,1,1,2,0,1,1,1,2,1,1,1,14320212,75.839,988142.000,238748.000,11999996448.000,2899355712.000,154328409,33512,1322647862
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,59269228,14320228,0,1,3,1,2,0,2,0,2,0,2,0,2,0,2,14320211,75.839,988142.500,238748.000,12000002520.000,2899355712.000,154345815,32927,1621660812
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,59269228,14320227,0,0,2,2,1,1,1,1,2,0,2,0,2,0,2,14320211,75.839,988142.500,238748.500,12000002520.000,2899361784.000,154330097,33420,1726060307
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,59269228,14320228,0,0,5,1,0,2,1,1,1,1,1,1,1,1,1,14320211,75.839,988142.500,238748.500,12000002520.000,2899361784.000,154311981,33420,1619442642
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,59269228,14320227,0,0,2,2,0,1,1,2,1,1,1,0,2,2,0,14320212,75.839,988142.500,238748.500,12000002520.000,2899361784.000,154303403,33417,1417974337
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530277,10530251,0,5,444,848,536,92,7,0,4,2,2,3,2,3,33,10528270,0.000,175562.000,175563.000,250000288.000,250001712.000,154641,32865,253852
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530277,10530246,0,1,453,886,521,63,5,2,2,5,2,3,2,5,28,10528268,0.000,175562.000,175561.500,250000288.000,249999576.000,155197,33187,259820
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530277,10530254,0,0,467,885,510,62,4,2,3,4,4,3,3,3,21,10528283,0.000,175562.000,175560.500,250000288.000,249998152.000,155937,33555,255995
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530277,10530248,0,3,446,908,509,58,6,5,2,3,3,3,3,4,9,10528286,0.000,175562.000,175564.000,250000288.000,250003136.000,158666,32902,265192
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530277,10530249,0,7,443,896,515,63,4,3,5,1,3,3,2,3,26,10528275,0.000,175561.500,175563.000,249999576.000,250001712.000,155745,32840,254167
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530277,10530251,0,2,455,908,487,71,5,5,2,5,3,1,3,2,18,10528284,0.000,175561.500,175560.000,249999576.000,249997440.000,155747,33245,256455
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530277,10530250,0,3,448,907,499,71,3,5,3,2,3,4,1,4,26,10528271,0.000,175561.500,175559.500,249999576.000,249996728.000,155696,32775,254257
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530278,10530252,0,2,441,926,495,57,7,2,4,3,2,3,5,2,25,10528278,0.000,175562.000,175560.500,250000288.000,249998152.000,155348,33085,260777
