Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 2028us,Rx Frames per Bin : 2028us - 4026us,Rx Frames per Bin : 4026us - 6024us,Rx Frames per Bin : 6024us - 8022us,Rx Frames per Bin : 8022us - 10020us,Rx Frames per Bin : 10020us - 12018us,Rx Frames per Bin : 12018us - 14016us,Rx Frames per Bin : 14016us - 16014us,Rx Frames per Bin : 16014us - 18012us,Rx Frames per Bin : 18012us - 20010us,Rx Frames per Bin : 20010us - 22008us,Rx Frames per Bin : 22008us - 24006us,Rx Frames per Bin : 24006us - 26004us,Rx Frames per Bin : 26004us - 28002us,Rx Frames per Bin : 28002us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x7,HQoS Traffic-cpu0-flow0-lp7 - Flow Group 0001,46378031,31305991,0,2228415,582358,826350,1134568,1555298,1812725,2117023,2341480,2318515,2383410,2230963,2027487,1852205,1573263,6321931,32.498,799924.500,528695.500,9714283128.000,6420478152.000,19217609,32877,113852937
Port 1,0x6,HQoS Traffic-cpu0-flow0-lp6 - Flow Group 0001,12958567,12957723,0,4858747,3863705,1859732,1036205,591644,321935,183002,104324,58910,33901,19576,11094,6260,3550,5138,0.007,223508.000,223519.500,2714281152.000,2714420808.000,3671797,33927,55814250
Port 1,0x5,HQoS Traffic-cpu0-flow0-lp5 - Flow Group 0001,12958568,12957750,0,5038774,3979828,1825342,976092,532320,275874,151623,82168,43679,23204,12771,7139,3924,2229,2783,0.006,223508.500,223480.500,2714287224.000,2713947192.000,3459806,33852,53484662
Port 1,0x4,HQoS Traffic-cpu0-flow0-lp4 - Flow Group 0001,12958568,12957775,0,5340781,4164739,1706814,863532,438990,213216,111734,57675,29137,14874,7731,4117,2179,1083,1173,0.006,223508.500,223479.500,2714287224.000,2713935048.000,3174484,33900,44912997
Port 1,0x3,HQoS Traffic-cpu0-flow0-lp3 - Flow Group 0001,12958568,12957835,0,5319189,4214804,1733290,858076,423351,202212,103044,51857,25593,12987,6568,3355,1683,915,911,0.006,223508.500,223534.500,2714287224.000,2714602968.000,3143332,33637,42816180
Port 1,0x2,HQoS Traffic-cpu0-flow0-lp2 - Flow Group 0001,12958568,12957905,0,5510421,4217219,1620253,808538,409314,195238,99426,49268,24009,11833,6156,3171,1550,743,766,0.005,223508.500,223523.000,2714287224.000,2714463312.000,3054492,33440,41784220
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp1 - Flow Group 0001,12958568,12957962,0,5702711,4257459,1636489,740172,346482,148154,68987,31270,14091,6425,3037,1414,700,309,262,0.005,223508.500,223516.000,2714287224.000,2714378304.000,2877204,32427,47802057
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,9548419,9548077,0,4970806,3455918,746402,259567,80874,23213,7796,2377,810,235,51,18,6,3,1,0.004,164690.500,164689.000,2000001432.000,1999983216.000,2213469,32942,28852640
