Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 81.34us,Rx Frames per Bin : 81.34us - 132.66us,Rx Frames per Bin : 132.66us - 184us,Rx Frames per Bin : 184us - 235.34us,Rx Frames per Bin : 235.34us - 286.66us,Rx Frames per Bin : 286.66us - 338us,Rx Frames per Bin : 338us - 389.34us,Rx Frames per Bin : 389.34us - 440.66us,Rx Frames per Bin : 440.66us - 492us,Rx Frames per Bin : 492us - 543.34us,Rx Frames per Bin : 543.34us - 594.66us,Rx Frames per Bin : 594.66us - 646us,Rx Frames per Bin : 646us - 697.34us,Rx Frames per Bin : 697.34us - 748.66us,Rx Frames per Bin : 748.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x3,HQoS Traffic-cpu0-flow0-lp3 - Flow Group 0001,75595747,36914384,0,64,62,65,64,65,63,63,64,64,64,63,65,62,67,36913489,51.169,1303799.000,636658.000,15833335056.000,7731574752.000,52490615,37210,110627032
Port 1,0x2,HQoS Traffic-cpu0-flow0-lp2 - Flow Group 0001,46948939,36914378,0,122,152,153,155,151,153,150,155,154,151,154,153,154,150,36912271,21.373,809728.000,636658.000,9833336832.000,7731574752.000,51108627,37430,115044072
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp1 - Flow Group 0001,46948939,36914377,0,118,155,151,155,151,152,153,154,154,152,153,155,149,155,36912270,21.373,809727.500,636658.000,9833330760.000,7731574752.000,50613012,35310,118713110
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,9548937,9548899,0,2055,28970,556944,1643661,1892870,2060852,1856818,1046058,378283,68781,9722,3010,766,102,7,0.000,164690.500,164702.500,2000001432.000,2000147160.000,303920,32767,788455
