Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,14199826,14199818,0,9589662,4067384,542759,13,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.500,236742.500,2875000920.000,2875000920.000,33050,30737,40377
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,14199826,14199817,0,9285429,4341334,573038,16,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.500,236742.000,2875000920.000,2874994848.000,33102,30672,41050
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,14199826,14199817,0,8938333,4630911,630552,21,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.500,236742.000,2875000920.000,2874994848.000,33211,30732,40630
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,14199826,14199818,0,9079998,4590031,529779,10,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.500,236742.500,2875000920.000,2875000920.000,33165,30740,40665
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,14199826,14199818,0,9342709,4365079,492010,6,2,2,0,3,2,1,2,2,0,0,0,0.000,236742.500,236742.000,2875000920.000,2874994848.000,33012,30647,68757
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,14199826,14199818,0,8922714,4689088,587999,17,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.000,236742.000,2874994848.000,2874994848.000,33207,30697,40907
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,14199827,14199818,0,9217575,4402513,579714,16,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.500,236742.000,2875000920.000,2874994848.000,33174,30652,40895
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,14199827,14199818,0,9199807,4441758,558227,13,2,1,2,3,1,2,2,0,0,0,0,0.000,236742.500,236742.000,2875000920.000,2874994848.000,33135,30685,65945
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530208,10530202,0,5933677,4334138,262385,2,0,0,0,0,0,0,0,0,0,0,0,0.000,175562.000,175562.000,250000288.000,250000288.000,33246,30100,40462
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530208,10530202,0,5875219,4400792,254188,3,0,0,0,0,0,0,0,0,0,0,0,0.000,175562.000,175562.000,250000288.000,250000288.000,33224,30165,40620
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530208,10530201,0,5772419,4456440,301340,2,0,0,0,0,0,0,0,0,0,0,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33313,30082,40965
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530208,10530202,0,5925600,4323142,281457,3,0,0,0,0,0,0,0,0,0,0,0,0.000,175561.500,175562.000,249999576.000,250000288.000,33290,30107,40405
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530208,10530202,1,6109885,4203666,216639,2,0,2,1,1,1,1,2,0,1,0,0,0.000,175561.500,175561.500,249999576.000,249999576.000,33201,29990,70045
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530208,10530202,0,5866322,4338458,325417,5,0,0,0,0,0,0,0,0,0,0,0,0.000,175561.500,175561.500,249999576.000,249999576.000,33313,30075,40445
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530208,10530203,0,5863802,4341709,324691,1,0,0,0,0,0,0,0,0,0,0,0,0.000,175561.500,175562.000,249999576.000,250000288.000,33324,30087,40087
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530209,10530202,0,5856804,4392238,281148,3,2,0,2,0,2,0,2,1,0,0,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33263,30117,69122
