Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,13726596,13726588,0,8616472,4516501,593579,30,1,0,1,1,1,1,1,0,0,0,0,0.000,236742.500,236742.500,2875000920.000,2875000920.000,33206,30737,65382
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,13726596,13726588,0,9092684,4129723,504178,3,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.500,236742.500,2875000920.000,2875000920.000,33043,30670,40272
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,13726596,13726588,0,8886594,4384562,455419,13,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.500,236742.500,2875000920.000,2875000920.000,33103,30742,40387
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,13726596,13726587,0,8829062,4384452,513058,7,1,1,1,1,0,1,2,0,1,0,0,0.000,236742.500,236742.500,2875000920.000,2875000920.000,33139,30740,70125
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,13726596,13726588,0,8760113,4421674,544796,5,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.500,236742.500,2875000920.000,2875000920.000,33125,30677,40280
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,13726596,13726588,0,8577511,4516375,632676,26,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.500,236742.000,2875000920.000,2874994848.000,33193,30685,41217
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,13726596,13726588,0,8666962,4498418,561182,26,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.000,236742.000,2874994848.000,2874994848.000,33198,30687,41282
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,13726597,13726588,0,8950449,4171444,604669,13,3,1,2,1,2,2,0,2,0,0,0,0.000,236742.500,236742.000,2875000920.000,2874994848.000,33132,30677,69185
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10179273,10179267,0,5587136,4306398,285725,4,1,0,1,0,1,1,0,0,0,0,0,0.000,175562.000,175562.000,250000288.000,250000288.000,33293,30105,62860
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10179273,10179267,0,5710608,4247126,221532,1,0,0,0,0,0,0,0,0,0,0,0,0.000,175561.500,175561.500,249999576.000,249999576.000,33262,30085,40102
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10179273,10179267,0,5807357,4155510,216399,1,0,0,0,0,0,0,0,0,0,0,0,0.000,175561.500,175561.500,249999576.000,249999576.000,33238,30077,40180
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10179273,10179268,0,5825419,4063692,290149,3,1,0,1,0,1,0,1,1,0,0,0,0.000,175561.500,175562.500,249999576.000,250001000.000,33239,30087,69292
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10179274,10179267,0,5514265,4384012,280983,7,0,0,0,0,0,0,0,0,0,0,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33331,30057,40302
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10179274,10179268,0,5559592,4320834,298842,0,0,0,0,0,0,0,0,0,0,0,0,0.000,175562.000,175562.000,250000288.000,250000288.000,33307,30102,39697
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10179274,10179268,0,5627812,4238615,312838,3,0,0,0,0,0,0,0,0,0,0,0,0.000,175562.000,175562.000,250000288.000,250000288.000,33336,30112,40860
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10179274,10179267,0,5637004,4240439,301808,7,2,1,1,1,1,2,0,1,0,0,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33297,30100,68030
