Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,14199981,14199972,0,9278462,4398163,523285,22,9,5,0,3,5,6,2,3,5,2,0,0.000,236742.500,236742.000,2875000920.000,2874994848.000,33097,30685,74587
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,14199981,14199973,0,9400049,4320989,478923,12,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.500,236742.500,2875000920.000,2875000920.000,33042,30682,41315
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,14199981,14199973,0,9305325,4422631,471987,21,3,1,0,2,2,1,0,0,0,0,0,0.000,236742.500,236742.500,2875000920.000,2875000920.000,33090,30732,62417
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,14199981,14199973,0,8734298,4872212,593410,25,8,8,3,3,2,1,2,1,0,0,0,0.000,236742.500,236742.500,2875000920.000,2875000920.000,33210,30607,67465
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,14199981,14199973,0,9128930,4490045,580980,9,0,2,1,1,0,1,1,1,1,0,1,0.000,236742.500,236742.500,2875000920.000,2875000920.000,33146,30622,76767
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,14199981,14199973,0,9114205,4491226,594528,14,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.500,236742.500,2875000920.000,2875000920.000,33150,30720,41175
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,14199981,14199973,0,9410796,4281072,508087,17,1,0,0,0,0,0,0,0,0,0,0,0.000,236742.000,236742.500,2874994848.000,2875000920.000,33079,30705,45457
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,14199982,14199974,0,8887890,4684848,627217,19,0,0,0,0,0,0,0,0,0,0,0,0.000,236742.500,236742.500,2875000920.000,2875000920.000,33203,30697,40490
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530323,10530316,0,5981515,4278343,270430,5,2,2,4,2,2,2,2,4,1,2,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33235,30120,75452
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530323,10530317,0,5889390,4399722,241198,7,0,0,0,0,0,0,0,0,0,0,0,0.000,175562.000,175562.000,250000288.000,250000288.000,33281,30067,42260
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530323,10530317,0,5956995,4338507,234807,3,1,1,0,1,1,1,0,0,0,0,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33239,30062,62472
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530323,10530317,0,5927286,4283263,319755,7,0,2,1,1,1,0,1,0,0,0,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33280,30107,64982
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530323,10530317,0,5789353,4442521,298434,2,1,1,0,1,0,1,0,1,2,0,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33297,30017,72570
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530323,10530317,0,5798464,4395098,336750,5,0,0,0,0,0,0,0,0,0,0,0,0.000,175561.500,175562.000,249999576.000,250000288.000,33383,30045,40340
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530323,10530317,0,5926485,4348342,255488,2,0,0,0,0,0,0,0,0,0,0,0,0.000,175561.500,175562.000,249999576.000,250000288.000,33273,30112,41012
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530323,10530317,0,5748332,4463268,318716,1,0,0,0,0,0,0,0,0,0,0,0,0.000,175561.500,175561.500,249999576.000,249999576.000,33332,30087,40095
