Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 34.66us,Rx Frames per Bin : 34.66us - 39.34us,Rx Frames per Bin : 39.34us - 44us,Rx Frames per Bin : 44us - 48.66us,Rx Frames per Bin : 48.66us - 53.34us,Rx Frames per Bin : 53.34us - 58us,Rx Frames per Bin : 58us - 62.66us,Rx Frames per Bin : 62.66us - 67.34us,Rx Frames per Bin : 67.34us - 72us,Rx Frames per Bin : 72us - 76.66us,Rx Frames per Bin : 76.66us - 81.34us,Rx Frames per Bin : 81.34us - 86us,Rx Frames per Bin : 86us - 90.66us,Rx Frames per Bin : 90.66us - 95.34us,Rx Frames per Bin : 95.34us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,175340627,111831576,0,0,2645,2201,141,59,66,99,82,70,164,810,1068,1024,957,111822190,36.220,2923254.500,1853610.500,35500002648.000,22510245912.000,6414668,35067,22544265
Port 1,0x0,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,84243413,84243040,0,3,1399,985,57,58,287,83067,461108,977727,1349680,1410886,1439288,1475501,1512578,75530416,0.000,1404494.500,1404478.000,2000000168.000,1999976672.000,235738,33682,2689127
