Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,29634720,14320279,0,1,3,3,1,2,1,3,1,0,4,1,2,1,2,14320254,51.677,494071.500,238748.000,6000004296.000,2899355712.000,137570195,32532,1405775330
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,29634720,14320278,0,1,2,2,2,1,1,2,1,3,0,2,2,1,1,14320257,51.677,494071.500,238748.500,6000004296.000,2899361784.000,137714070,32895,1271027360
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,29634720,14320279,0,2,2,1,2,2,1,1,2,1,2,2,1,2,2,14320256,51.677,494071.000,238748.500,5999998224.000,2899361784.000,137743982,32345,1309969825
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,29634720,14320282,0,2,5,1,3,0,3,1,1,2,2,2,1,1,2,14320256,51.677,494071.000,238748.500,5999998224.000,2899361784.000,137525935,32485,1370569302
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,29634720,14320280,0,1,3,3,2,1,2,0,2,1,2,1,2,1,1,14320258,51.677,494071.000,238749.000,5999998224.000,2899367856.000,137729939,32882,1403981277
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,29634720,14320279,0,0,4,0,1,3,1,2,2,2,1,1,2,1,2,14320257,51.677,494071.000,238748.000,5999998224.000,2899355712.000,137625792,33425,1438712842
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,29634720,14320279,0,1,2,2,2,2,2,0,1,2,1,2,2,1,2,14320257,51.677,494071.000,238748.000,5999998224.000,2899355712.000,137706554,32902,1312094922
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,29634720,14320278,0,1,2,1,1,2,1,2,2,1,2,2,1,2,1,14320257,51.677,494071.000,238747.500,5999998224.000,2899349640.000,137709434,33015,1270812082
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530314,10530290,0,350,2571,2385,329,15,11,12,12,11,7,10,8,8,118,10524443,0.000,175561.500,175564.000,249999576.000,250003136.000,150197,31467,254777
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530315,10530288,0,288,2272,2787,277,25,14,12,8,9,7,8,7,16,82,10524476,0.000,175562.000,175561.500,250000288.000,249999576.000,151044,31185,257977
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530315,10530285,0,333,2473,2492,330,23,10,10,10,10,8,10,7,12,103,10524454,0.000,175562.000,175558.500,250000288.000,249995304.000,151237,31332,260922
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530315,10530282,0,318,2340,2596,359,34,12,10,8,15,9,11,9,17,71,10524473,0.000,175562.000,175560.500,250000288.000,249998152.000,153703,31500,261882
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530315,10530283,0,322,2165,2851,290,18,17,10,15,11,9,12,6,19,110,10524428,0.000,175562.000,175557.000,250000288.000,249993168.000,150835,31265,261740
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530315,10530282,0,253,2297,2674,395,31,11,12,13,11,8,8,7,15,115,10524432,0.000,175562.000,175561.500,250000288.000,249999576.000,150480,31320,253370
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530315,10530286,0,208,2506,2553,371,15,11,8,10,15,10,11,9,18,112,10524429,0.000,175561.500,175563.000,249999576.000,250001712.000,150873,31557,256797
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530315,10530292,0,244,2241,2776,363,23,12,12,13,6,12,4,13,12,111,10524450,0.000,175561.500,175566.500,249999576.000,250006696.000,150753,31407,255630
