Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,30575627,14799781,0,0,2,2,2,2,2,1,3,1,0,3,2,1,2,14799758,51.596,470416.000,239732.500,5712731904.000,2911311480.000,137574273,33577,1462261960
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,30575627,14799781,0,1,3,3,0,2,1,2,1,1,1,2,2,1,1,14799760,51.596,470416.000,239732.500,5712731904.000,2911311480.000,137736240,33017,1365397222
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,30575628,14799782,0,1,3,2,2,3,0,2,2,1,2,1,2,1,3,14799757,51.596,470416.500,239732.000,5712737976.000,2911305408.000,137779511,32655,1541432300
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,30575628,14799781,0,1,2,2,2,1,1,2,0,4,1,2,1,2,0,14799760,51.596,470416.500,239732.500,5712737976.000,2911311480.000,137573564,32647,1286889370
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,30575628,14799781,0,1,3,1,1,1,2,2,0,3,1,1,2,1,2,14799760,51.596,470416.500,239732.500,5712737976.000,2911311480.000,137703911,32632,1472743815
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,30575628,14799782,0,1,4,1,2,1,2,1,2,2,1,2,1,1,2,14799759,51.596,470416.000,239732.500,5712731904.000,2911311480.000,137584836,33242,1304829102
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,30575628,14799782,0,1,5,1,1,1,2,1,1,2,2,2,0,2,2,14799759,51.596,470416.000,239732.500,5712731904.000,2911311480.000,137688990,32987,1157529382
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,30575628,14799781,0,0,4,3,0,2,2,1,1,2,2,2,0,2,2,14799758,51.596,470416.000,239732.000,5712731904.000,2911305408.000,137633312,33467,1391857562
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10864654,10864654,0,288,2162,2900,270,30,14,10,8,11,7,11,8,17,116,10858802,0.000,167156.500,167170.000,238030856.000,238050080.000,150266,31362,254927
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10864654,10864654,0,380,2471,2332,449,16,12,10,10,8,16,8,8,10,110,10858814,0.000,167156.500,167171.500,238030856.000,238052216.000,150893,31440,257760
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10864654,10864654,0,285,2356,2654,328,26,14,11,11,12,6,13,9,14,104,10858811,0.000,167156.500,167171.000,238030856.000,238051504.000,151243,31522,257732
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10864654,10864654,0,309,2291,2677,348,27,7,12,9,12,10,13,4,13,62,10858860,0.000,167156.000,167170.500,238030144.000,238050792.000,153773,31412,263477
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10864654,10864654,0,275,2550,2478,334,14,10,11,12,6,10,8,9,10,119,10858808,0.000,167156.000,167170.000,238030144.000,238050080.000,150926,31340,257645
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10864654,10864654,0,308,2313,2612,394,24,14,7,13,9,10,6,10,18,100,10858816,0.000,167156.000,167170.500,238030144.000,238050792.000,150502,31560,254437
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10864655,10864655,0,229,2317,2734,358,17,8,11,6,12,8,6,10,15,121,10858803,0.000,167156.500,167170.000,238030856.000,238050080.000,150810,31632,256645
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10864655,10864655,0,213,2444,2600,379,13,9,10,13,11,5,11,6,12,103,10858826,0.000,167156.500,167169.000,238030856.000,238048656.000,150735,31622,255877
