Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,30623226,14797952,0,0,3,4,2,1,2,2,1,1,2,2,1,2,1,14797928,51.677,494071.000,238748.500,5999998224.000,2899361784.000,137545454,33482,1292947065
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,30623227,14797951,0,1,4,2,0,2,2,1,2,1,2,2,0,2,2,14797928,51.677,494071.500,238748.500,6000004296.000,2899361784.000,137647135,32992,1404588960
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,30623227,14797951,0,2,3,1,1,1,1,2,2,1,2,1,2,2,1,14797929,51.677,494071.500,238749.000,6000004296.000,2899367856.000,137662908,32082,1284030720
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,30623227,14797952,0,1,2,2,3,1,2,1,2,2,2,1,1,2,2,14797928,51.677,494071.000,238748.500,5999998224.000,2899361784.000,137489265,32850,1201226652
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,30623227,14797951,0,1,3,1,2,1,2,2,1,1,1,2,2,1,2,14797929,51.677,494071.000,238748.500,5999998224.000,2899361784.000,137687558,33325,1248428892
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,30623227,14797952,0,0,3,2,2,3,1,0,3,2,2,1,2,1,1,14797929,51.677,494071.000,238748.500,5999998224.000,2899361784.000,137599164,33442,1271139277
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,30623227,14797950,0,0,2,4,2,1,1,1,2,1,2,1,2,1,2,14797928,51.677,494071.000,238748.000,5999998224.000,2899355712.000,137634312,34125,1397620112
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,30623227,14797951,0,3,1,2,2,1,1,1,2,2,1,1,3,1,2,14797928,51.677,494071.000,238749.000,5999998224.000,2899367856.000,137633528,32577,1629193600
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10881568,10881538,0,362,2549,2421,300,23,10,7,11,8,8,5,10,10,132,10875682,0.000,175562.000,175563.000,250000288.000,250001712.000,150280,31372,261715
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10881568,10881539,0,336,2379,2590,315,27,11,13,11,8,10,10,12,13,113,10875691,0.000,175562.000,175560.000,250000288.000,249997440.000,151159,31492,260507
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10881568,10881537,0,230,2516,2536,350,13,15,10,14,8,12,14,10,11,87,10875711,0.000,175562.000,175557.500,250000288.000,249993880.000,151313,31457,259370
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10881568,10881535,0,270,2535,2488,341,15,12,13,7,11,8,8,11,8,66,10875742,0.000,175562.000,175560.500,250000288.000,249998152.000,153691,31702,266750
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10881568,10881541,0,315,2485,2543,298,11,7,13,8,7,9,12,9,15,108,10875701,0.000,175562.000,175561.000,250000288.000,249998864.000,150808,31587,252312
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10881568,10881537,0,311,2287,2661,357,34,14,11,12,10,11,8,7,15,126,10875673,0.000,175561.500,175562.000,249999576.000,250000288.000,150567,31442,257725
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10881568,10881546,0,264,2437,2524,399,27,11,8,10,10,5,11,7,15,108,10875710,0.000,175561.500,175564.000,249999576.000,250003136.000,150933,31547,257945
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10881568,10881535,0,309,2241,2745,334,22,9,8,9,6,14,8,15,10,113,10875692,0.000,175561.500,175556.000,249999576.000,249991744.000,150717,31382,259142
