Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,29634988,14320408,0,1,3,3,0,2,2,2,2,1,2,1,3,0,1,14320385,51.677,494071.000,238748.000,5999998224.000,2899355712.000,137414758,32722,1351261295
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,29634989,14320406,0,1,1,3,2,1,3,0,2,2,1,1,2,2,2,14320383,51.677,494071.500,238748.000,6000004296.000,2899355712.000,137730219,33085,1590445150
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,29634989,14320408,0,1,4,2,1,3,0,2,2,1,2,2,1,2,1,14320384,51.677,494071.500,238748.500,6000004296.000,2899361784.000,137628153,32935,1290307777
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,29634989,14320408,0,1,4,0,2,1,2,1,1,2,1,2,2,0,2,14320387,51.677,494071.500,238748.500,6000004296.000,2899361784.000,137500130,32985,1320056002
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,29634989,14320409,0,0,3,3,1,2,1,2,2,2,1,2,0,3,2,14320385,51.677,494071.000,238749.000,5999998224.000,2899367856.000,137674145,33447,1398311975
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,29634989,14320407,0,2,2,0,1,1,2,2,2,1,2,0,3,1,2,14320386,51.677,494071.000,238748.500,5999998224.000,2899361784.000,137637787,33210,1534976362
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,29634989,14320408,0,1,4,1,2,1,2,1,2,1,2,1,2,1,2,14320385,51.677,494071.000,238748.000,5999998224.000,2899355712.000,137711849,32765,1274363845
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,29634989,14320406,0,1,2,4,0,2,1,2,1,1,2,2,1,0,3,14320384,51.677,494071.000,238747.500,5999998224.000,2899349640.000,137661797,32692,1546858097
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530410,10530385,0,290,2431,2580,325,22,10,11,8,12,8,15,11,11,127,10524524,0.000,175562.000,175563.000,250000288.000,250001712.000,150147,31567,255705
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530410,10530389,0,303,2223,2750,341,34,7,10,12,9,10,9,7,13,81,10524580,0.000,175562.000,175563.000,250000288.000,250001712.000,150977,31300,284290
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530410,10530380,0,290,2394,2620,338,14,10,9,10,10,11,6,9,11,104,10524544,0.000,175561.500,175558.500,249999576.000,249995304.000,151318,31232,256132
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530410,10530378,0,248,2396,2640,353,11,8,12,13,5,13,9,13,8,69,10524580,0.000,175561.500,175559.500,249999576.000,249996728.000,153718,31302,260910
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530410,10530378,0,210,2391,2693,344,11,10,8,11,7,10,13,2,17,102,10524549,0.000,175561.500,175556.500,249999576.000,249992456.000,150921,31460,254392
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530411,10530381,0,300,2188,2843,296,25,11,8,8,13,10,6,13,12,100,10524548,0.000,175562.000,175560.500,250000288.000,249998152.000,150889,31112,255580
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530411,10530387,0,281,2503,2498,349,20,12,10,11,5,8,7,12,10,90,10524571,0.000,175562.000,175565.500,250000288.000,250005272.000,150884,31402,264297
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530411,10530390,0,285,2271,2749,320,26,13,9,10,13,8,8,8,14,118,10524538,0.000,175562.000,175563.500,250000288.000,250002424.000,150869,31410,257282
