Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,29634133,14319996,0,1,3,1,3,1,3,1,2,2,1,1,2,2,1,14319972,51.677,494071.500,238748.500,6000004296.000,2899361784.000,137576166,32267,1357577827
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,29634133,14319995,0,2,2,2,1,1,3,1,2,1,2,1,2,1,2,14319972,51.677,494071.500,238748.000,6000004296.000,2899355712.000,137625573,32337,1284787470
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,29634133,14319996,0,3,0,3,2,1,1,2,1,2,2,1,2,2,2,14319972,51.677,494071.000,238749.000,5999998224.000,2899367856.000,137607283,32160,1265008140
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,29634133,14319995,0,0,3,2,2,2,2,1,3,0,2,2,1,2,1,14319972,51.677,494071.000,238747.500,5999998224.000,2899349640.000,137710191,33645,1326028742
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,29634133,14319994,0,0,4,2,1,2,1,1,1,2,1,2,1,3,1,14319972,51.677,494071.000,238748.000,5999998224.000,2899355712.000,137725164,33505,1487206512
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,29634133,14319994,0,0,4,0,2,2,1,2,0,3,2,1,1,2,1,14319973,51.677,494071.000,238748.000,5999998224.000,2899355712.000,137662646,34080,1253601435
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,29634133,14319994,0,1,3,2,1,2,2,0,2,1,2,1,1,2,3,14319971,51.677,494071.000,238748.000,5999998224.000,2899355712.000,137643944,33047,1234254335
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,29634133,14319995,0,3,3,1,1,1,2,2,2,1,3,0,2,2,1,14319971,51.677,494071.000,238748.000,5999998224.000,2899355712.000,137709636,32425,1483109750
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530106,10530075,0,268,2113,2897,345,26,12,11,11,8,13,5,14,19,123,10524210,0.000,175562.000,175558.500,250000288.000,249995304.000,150221,31262,254250
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530106,10530081,0,262,2245,2801,320,21,14,11,11,13,7,7,11,11,111,10524236,0.000,175562.000,175565.000,250000288.000,250004560.000,150605,31477,257130
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530106,10530079,0,200,2040,2938,460,16,8,10,10,8,9,10,12,16,110,10524232,0.000,175562.000,175559.000,250000288.000,249996016.000,151263,31655,259607
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530106,10530084,0,254,2143,2769,462,26,10,6,9,8,9,11,6,10,68,10524293,0.000,175561.500,175567.000,249999576.000,250007408.000,154022,31172,263700
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530106,10530085,0,242,2261,2747,370,26,17,9,11,12,6,9,10,10,101,10524254,0.000,175561.500,175564.000,249999576.000,250003136.000,150942,31592,261087
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530106,10530085,0,268,2122,2689,547,24,9,13,8,10,13,8,16,6,110,10524242,0.000,175561.500,175566.000,249999576.000,250005984.000,150495,31725,258887
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530107,10530084,0,254,2305,2727,328,37,10,7,11,8,10,5,10,5,126,10524241,0.000,175562.000,175565.000,250000288.000,250004560.000,150865,31565,262147
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530107,10530085,0,272,2199,2812,329,37,11,9,11,7,13,8,10,12,120,10524235,0.000,175562.000,175565.500,250000288.000,250005272.000,150886,31460,255940
