Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,11113021,11113015,0,7047030,3802206,263769,10,0,0,0,0,0,0,0,0,0,0,0,0.000,185276.500,185276.500,2249997816.000,2249997816.000,33124,30657,40225
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,11113021,11113015,0,7062272,3812314,238402,8,2,4,2,2,2,4,3,0,0,0,0,0.000,185276.500,185276.500,2249997816.000,2249997816.000,33060,30672,66447
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,11113022,11113015,0,7027634,3833108,252255,14,0,0,1,1,1,0,1,0,0,0,0,0.000,185277.000,185276.500,2250003888.000,2249997816.000,33103,30675,64285
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,11113022,11113015,0,6979976,3847250,285752,21,2,3,1,2,2,2,2,2,0,0,0,0.000,185277.000,185276.500,2250003888.000,2249997816.000,33108,30615,69887
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,11113022,11113015,0,7110136,3837915,164950,4,0,2,1,1,2,1,1,2,0,0,0,0.000,185277.000,185276.500,2250003888.000,2249997816.000,33094,30682,68730
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,11113022,11113015,0,7038874,3834540,239596,5,0,0,0,0,0,0,0,0,0,0,0,0.000,185276.500,185276.500,2249997816.000,2249997816.000,33127,30710,40227
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,11113022,11113015,0,7167335,3765121,180523,26,2,1,1,1,1,2,2,0,0,0,0,0.000,185276.500,185276.000,2249997816.000,2249991744.000,33084,30687,66282
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,11113022,11113015,0,7179834,3699535,233612,28,1,0,1,0,1,1,2,0,0,0,0,0.000,185276.500,185276.500,2249997816.000,2249997816.000,33083,30660,65042
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530316,10530310,0,5851342,4548466,130501,1,0,0,0,0,0,0,0,0,0,0,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33141,30030,40332
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530316,10530310,0,5854527,4542722,133042,0,4,1,3,3,1,5,1,1,0,0,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33121,30040,68182
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530316,10530310,0,5811413,4570946,147945,1,1,0,1,0,1,1,0,1,0,0,0,0.000,175561.500,175561.500,249999576.000,249999576.000,33134,30077,68562
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530316,10530310,0,5823723,4512986,193584,4,1,3,1,2,2,1,3,0,0,0,0,0.000,175561.500,175561.500,249999576.000,249999576.000,33163,30207,66267
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530316,10530310,0,5877142,4567017,86141,0,2,1,1,1,1,2,0,1,0,1,0,0.000,175561.500,175561.500,249999576.000,249999576.000,33082,30012,73757
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530317,10530310,0,5757466,4635248,137596,0,0,0,0,0,0,0,0,0,0,0,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33143,30075,39450
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530317,10530310,0,5715281,4657116,157904,0,2,0,2,2,0,2,0,1,0,0,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33176,30152,67637
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530317,10530310,0,5584264,4740217,205823,0,1,0,1,1,0,1,0,2,0,0,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33234,30092,68000
