Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,11112957,11112951,0,7047458,3861180,204273,32,1,0,1,1,0,1,0,1,1,2,0,0.000,185277.000,185277.000,2250003888.000,2250003888.000,33088,30677,75940
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,11112957,11112951,0,7025579,3877267,210048,52,0,1,0,1,1,0,1,1,0,0,0,0.000,185277.000,185277.000,2250003888.000,2250003888.000,33069,30692,68425
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,11112957,11112950,0,7113318,3760161,239439,28,1,1,0,1,1,0,0,0,0,0,0,0.000,185276.500,185276.500,2249997816.000,2249997816.000,33116,30635,58532
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,11112957,11112951,0,6945198,3911325,256343,73,1,2,1,0,2,1,1,2,1,1,0,0.000,185276.500,185277.000,2249997816.000,2250003888.000,33105,30762,74542
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,11112957,11112951,0,7058403,3897298,157222,18,2,1,3,0,2,2,0,0,0,0,0,0.000,185276.500,185276.500,2249997816.000,2249997816.000,33112,30645,63305
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,11112957,11112951,0,7013238,3923330,176348,23,2,2,1,1,1,2,1,1,1,0,0,0.000,185276.500,185276.500,2249997816.000,2249997816.000,33116,30722,70445
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,11112957,11112951,0,7152028,3756268,204610,28,2,1,3,3,1,3,4,0,0,0,0,0.000,185276.500,185277.000,2249997816.000,2250003888.000,33067,30650,66620
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,11112958,11112951,0,7173554,3707183,232178,15,3,3,3,5,1,3,2,0,1,0,0,0.000,185277.000,185276.500,2250003888.000,2249997816.000,33100,30662,70422
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530255,10530249,1,5858637,4534862,136738,5,0,1,1,0,1,0,1,0,1,1,0,0.000,175562.000,175562.000,250000288.000,250000288.000,33144,29985,75892
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530255,10530249,0,5827486,4553218,149536,4,1,0,1,1,0,1,0,1,0,0,0,0.000,175562.000,175562.000,250000288.000,250000288.000,33141,30025,67862
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530255,10530249,0,5680117,4707104,143019,6,0,1,0,1,1,0,0,0,0,0,0,0.000,175562.000,175562.000,250000288.000,250000288.000,33167,30055,59975
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530255,10530249,0,5670735,4689143,170356,3,2,2,0,2,0,2,0,2,2,0,0,0.000,175561.500,175562.000,249999576.000,250000288.000,33162,30047,72670
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530255,10530249,0,5838508,4605382,86350,1,2,0,2,2,1,1,0,0,0,0,0,0.000,175561.500,175561.500,249999576.000,249999576.000,33144,30015,61940
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530255,10530250,0,5730197,4674083,125957,3,2,1,1,1,1,2,1,1,0,0,0,0.000,175561.500,175562.000,249999576.000,250000288.000,33218,30050,68520
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530255,10530250,0,5898935,4495130,136166,4,2,2,1,3,2,2,1,1,1,0,0,0.000,175561.500,175562.000,249999576.000,250000288.000,33126,30082,70632
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530256,10530250,1,5878008,4510167,142051,4,2,5,2,3,1,3,2,0,1,0,0,0.000,175562.000,175562.000,250000288.000,250000288.000,33133,30000,71807
