Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,11112739,11112732,0,7072358,3825715,214641,15,1,1,1,0,0,0,0,0,0,0,0,0.000,185276.500,185276.500,2249997816.000,2249997816.000,33083,30695,53027
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,11112739,11112733,0,7001302,3853822,257596,11,0,1,1,0,0,0,0,0,0,0,0,0.000,185276.500,185277.000,2249997816.000,2250003888.000,33104,30682,52482
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,11112739,11112733,0,7043438,3803321,265963,9,1,1,0,0,0,0,0,0,0,0,0,0.000,185276.500,185277.000,2249997816.000,2250003888.000,33100,30612,48402
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,11112739,11112733,0,7104108,3727029,281581,12,2,1,0,0,0,0,0,0,0,0,0,0.000,185276.500,185276.500,2249997816.000,2249997816.000,33116,30612,49460
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,11112739,11112733,0,7117573,3791104,204034,18,1,2,0,1,0,0,0,0,0,0,0,0.000,185276.500,185276.500,2249997816.000,2249997816.000,33027,30632,53802
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,11112740,11112733,0,7072631,3883801,156256,41,1,1,2,0,0,0,0,0,0,0,0,0.000,185277.000,185276.500,2250003888.000,2249997816.000,33114,30810,51655
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,11112740,11112733,0,7204783,3762279,145646,25,0,0,0,0,0,0,0,0,0,0,0,0.000,185277.000,185276.500,2250003888.000,2249997816.000,33043,30705,40575
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,11112740,11112734,0,7154361,3764528,193819,26,0,0,0,0,0,0,0,0,0,0,0,0.000,185277.000,185277.000,2250003888.000,2250003888.000,33077,30605,41480
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530048,10530042,0,5844224,4555626,130186,3,0,2,0,1,0,0,0,0,0,0,0,0.000,175561.500,175562.000,249999576.000,250000288.000,33128,30085,54397
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530048,10530042,0,5648992,4689830,191216,2,0,1,0,1,0,0,0,0,0,0,0,0.000,175561.500,175561.500,249999576.000,249999576.000,33211,30087,53440
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530049,10530043,0,5871317,4537169,121553,2,0,2,0,0,0,0,0,0,0,0,0,0.000,175562.000,175562.000,250000288.000,250000288.000,33084,30007,47940
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530049,10530043,0,5826710,4567062,136268,1,1,1,0,0,0,0,0,0,0,0,0,0.000,175562.000,175562.000,250000288.000,250000288.000,33156,30070,48245
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530049,10530043,0,5852063,4538562,139410,5,2,0,1,0,0,0,0,0,0,0,0,0.000,175562.000,175561.500,250000288.000,249999576.000,33075,30020,52172
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530049,10530043,0,5779920,4646500,103619,1,1,1,1,0,0,0,0,0,0,0,0,0.000,175562.000,175562.000,250000288.000,250000288.000,33171,30045,50160
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530049,10530043,0,5867079,4548708,114256,0,0,0,0,0,0,0,0,0,0,0,0,0.000,175561.500,175562.000,249999576.000,250000288.000,33121,30077,39615
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530049,10530043,0,5862879,4538132,129031,1,0,0,0,0,0,0,0,0,0,0,0,0.000,175561.500,175561.500,249999576.000,249999576.000,33113,30065,41107
