Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 54.66us,Rx Frames per Bin : 54.66us - 79.34us,Rx Frames per Bin : 79.34us - 104us,Rx Frames per Bin : 104us - 128.66us,Rx Frames per Bin : 128.66us - 153.34us,Rx Frames per Bin : 153.34us - 178us,Rx Frames per Bin : 178us - 202.66us,Rx Frames per Bin : 202.66us - 227.34us,Rx Frames per Bin : 227.34us - 252us,Rx Frames per Bin : 252us - 276.66us,Rx Frames per Bin : 276.66us - 301.34us,Rx Frames per Bin : 301.34us - 326us,Rx Frames per Bin : 326us - 350.66us,Rx Frames per Bin : 350.66us - 375.34us,Rx Frames per Bin : 375.34us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,124130415,110737935,0,354,440,438,434,436,440,433,437,434,440,436,438,436,432,110731907,10.789,2140975.000,1909984.500,26000000400.000,23194851768.000,8390921,35665,37874030
Port 1,0x0,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,9548494,9548479,0,5864,1328646,6134096,2045113,18607,11068,2067,1500,888,410,158,42,19,1,0,0.000,164690.500,164691.000,2000001432.000,2000007504.000,93522,33572,367147
