Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,17286924,14320281,0,7,3,6,5,5,6,6,7,6,6,8,8,7,3,14320198,17.161,288208.000,238747.500,3499997952.000,2899349640.000,99170297,31332,885444970
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,17286925,14320279,0,2,9,8,4,9,6,6,5,4,4,6,2,4,5,14320205,17.161,288208.500,238748.000,3500004024.000,2899355712.000,98025180,32522,1062192230
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,17286925,14320280,0,5,6,2,5,5,6,5,4,5,3,6,5,4,4,14320215,17.161,288208.500,238748.500,3500004024.000,2899361784.000,97417719,32255,961506672
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,17286925,14320280,0,5,8,7,5,5,4,6,3,5,5,5,5,5,3,14320209,17.161,288208.000,238748.500,3499997952.000,2899361784.000,99623703,32630,1015753030
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,17286925,14320278,0,3,7,5,6,5,4,4,1,5,4,4,3,1,5,14320221,17.161,288208.000,238748.500,3499997952.000,2899361784.000,97795188,32670,1221390755
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,17286925,14320281,0,4,9,3,5,6,4,6,5,3,8,6,5,6,3,14320208,17.161,288208.000,238748.500,3499997952.000,2899361784.000,97097275,32195,1050124120
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,17286925,14320278,0,5,6,2,7,4,3,1,4,6,3,6,4,3,4,14320220,17.161,288208.000,238748.000,3499997952.000,2899355712.000,97945586,31835,1160143047
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,17286925,14320279,0,4,10,6,2,3,5,4,4,5,3,4,4,7,4,14320214,17.161,288208.000,238748.500,3499997952.000,2899361784.000,97646569,32377,975783125
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530317,10530295,0,4017,12953,11499,637,62,37,27,33,20,35,33,44,111,584,10500203,0.000,175561.500,175566.000,249999576.000,250005984.000,147791,30790,254040
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530318,10530296,0,4223,12672,11706,493,65,39,39,31,26,33,29,34,124,546,10500236,0.000,175562.000,175561.500,250000288.000,249999576.000,148633,30622,254537
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530318,10530289,0,3542,13824,11150,585,59,41,24,19,17,26,21,49,103,544,10500285,0.000,175562.000,175560.000,250000288.000,249997440.000,148714,30580,261152
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530318,10530290,0,4414,12422,11784,483,63,43,22,26,33,26,38,26,60,331,10500519,0.000,175562.000,175559.500,250000288.000,249996728.000,151252,30625,264097
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530318,10530294,0,3968,12486,12133,503,72,36,30,26,32,37,35,52,103,536,10500245,0.000,175562.000,175560.500,250000288.000,249998152.000,148483,30717,255160
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530318,10530290,0,3640,13331,11473,667,57,44,27,22,18,24,32,40,84,562,10500269,0.000,175562.000,175559.000,250000288.000,249996016.000,148517,30520,256570
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530318,10530296,0,4187,12772,11587,558,59,38,31,35,26,37,41,56,105,549,10500215,0.000,175561.500,175564.500,249999576.000,250003848.000,148925,30777,289702
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530318,10530296,0,3680,13223,11499,694,69,41,30,36,29,26,44,44,128,569,10500184,0.000,175561.500,175560.500,249999576.000,249998152.000,148497,30642,260725
