Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,17286019,14319532,0,0,11,6,4,5,5,5,6,6,6,4,9,4,7,14319454,17.161,288208.000,238748.500,3499997952.000,2899361784.000,98541536,33560,979431272
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,17286019,14319530,0,2,7,7,4,4,5,4,4,3,5,4,3,4,5,14319469,17.161,288208.000,238748.500,3499997952.000,2899361784.000,97490948,32892,962686227
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,17286019,14319530,0,3,5,2,7,6,5,8,4,4,3,8,5,4,4,14319462,17.161,288208.000,238747.500,3499997952.000,2899349640.000,97829677,32290,1039586712
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,17286020,14319533,0,2,11,6,6,6,5,6,7,5,5,5,7,4,6,14319452,17.161,288208.500,238748.000,3500004024.000,2899355712.000,99440852,32255,1092168252
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,17286020,14319529,0,5,7,7,2,3,5,4,4,4,3,5,4,4,3,14319469,17.161,288208.500,238748.000,3500004024.000,2899355712.000,97676333,31740,1281546625
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,17286020,14319532,0,2,10,2,8,5,5,5,4,4,10,4,3,7,3,14319460,17.161,288208.500,238748.000,3500004024.000,2899355712.000,97600545,32380,961077020
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,17286020,14319529,0,3,9,0,8,6,4,3,4,4,4,3,4,7,2,14319468,17.161,288208.000,238748.000,3499997952.000,2899355712.000,97616716,31930,941324277
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,17286020,14319531,0,4,10,4,3,4,5,3,4,5,4,4,3,5,3,14319470,17.161,288208.000,238749.000,3499997952.000,2899367856.000,97415081,31582,917558907
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10529766,10529735,0,4325,14076,10284,434,59,31,26,23,27,30,36,47,131,591,10499615,0.000,175562.000,175559.000,250000288.000,249996016.000,147771,30580,252650
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10529766,10529740,0,4084,13555,10934,530,63,33,28,22,26,31,43,52,127,545,10499667,0.000,175562.000,175560.000,250000288.000,249997440.000,148433,30530,255267
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10529766,10529745,0,4054,14127,10339,588,47,47,24,32,24,31,37,45,103,527,10499720,0.000,175561.500,175564.500,249999576.000,250003848.000,149113,30787,259965
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10529766,10529739,0,4184,13178,11074,681,56,29,32,26,26,20,31,27,85,361,10499929,0.000,175561.500,175564.500,249999576.000,250003848.000,151283,30922,261397
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10529766,10529736,0,4508,12983,10878,732,62,36,34,21,28,27,36,27,89,522,10499753,0.000,175561.500,175561.000,249999576.000,249998864.000,148390,30750,261942
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10529767,10529742,0,4051,12191,11247,1565,111,39,34,29,24,24,32,36,109,526,10499724,0.000,175562.000,175565.500,250000288.000,250005272.000,148593,30555,253440
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10529767,10529742,0,4434,12724,11507,407,93,29,36,31,25,39,31,46,110,579,10499651,0.000,175562.000,175562.500,250000288.000,250001000.000,148629,30717,255107
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10529767,10529736,0,3973,13761,10642,720,61,32,26,30,28,31,29,34,99,540,10499730,0.000,175562.000,175559.000,250000288.000,249996016.000,148623,30445,256030
