Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,17287083,14320411,0,2,4,7,3,5,4,9,5,6,6,5,6,6,3,14320340,17.161,288208.500,238748.500,3500004024.000,2899361784.000,98541394,31835,918006037
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,17287083,14320411,0,1,5,4,7,6,4,3,4,6,6,7,6,3,5,14320344,17.161,288208.500,238748.000,3500004024.000,2899355712.000,97535700,32595,1029758015
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,17287083,14320410,0,1,5,4,4,3,7,4,5,5,4,4,4,6,3,14320351,17.161,288208.500,238748.500,3500004024.000,2899361784.000,97533930,33337,993226630
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,17287083,14320412,0,1,6,6,7,5,5,6,6,4,7,6,6,4,3,14320340,17.161,288208.000,238747.500,3499997952.000,2899349640.000,99526252,32502,826445135
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,17287083,14320409,0,0,5,6,6,4,4,4,4,3,4,4,4,3,6,14320352,17.161,288208.000,238748.000,3499997952.000,2899355712.000,97782560,34420,896210310
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,17287083,14320411,0,1,8,9,4,5,4,2,7,4,3,4,3,5,6,14320346,17.161,288208.000,238748.000,3499997952.000,2899355712.000,97621381,33167,925222982
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,17287083,14320410,0,1,5,6,4,5,8,2,6,3,4,5,3,5,3,14320350,17.161,288208.000,238748.000,3499997952.000,2899355712.000,97576708,32985,880279745
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,17287083,14320409,0,2,4,3,3,4,4,2,5,4,5,4,4,4,3,14320358,17.161,288208.000,238748.500,3499997952.000,2899361784.000,97917370,32442,861579452
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530414,10530390,0,4407,13210,11034,448,67,35,30,28,27,33,34,55,124,530,10500328,0.000,175562.000,175560.500,250000288.000,249998152.000,147855,30802,255377
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530414,10530388,0,4280,13476,10680,669,46,43,30,25,32,30,35,38,123,569,10500312,0.000,175562.000,175563.500,250000288.000,250002424.000,148447,30815,255405
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530414,10530387,0,4347,14075,10025,655,61,36,33,25,27,22,33,55,121,565,10500307,0.000,175562.000,175559.000,250000288.000,249996016.000,148710,30295,254292
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530414,10530390,0,4711,13205,10582,604,59,46,21,20,24,31,40,33,76,360,10500578,0.000,175562.000,175567.500,250000288.000,250008120.000,151293,30835,262665
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530414,10530392,0,3514,14200,10620,779,54,34,31,24,30,25,41,38,110,523,10500369,0.000,175561.500,175564.500,249999576.000,250003848.000,148650,30627,255087
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530414,10530387,0,4245,14108,10202,565,53,44,28,29,27,23,44,37,105,595,10500282,0.000,175561.500,175564.000,249999576.000,250003136.000,148460,30290,260325
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530414,10530388,0,4311,14077,10070,639,53,34,31,21,35,28,31,57,117,582,10500302,0.000,175561.500,175563.000,249999576.000,250001712.000,148674,30812,255522
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530414,10530391,0,5282,12705,10679,423,66,44,27,26,29,22,34,28,116,497,10500413,0.000,175561.500,175562.000,249999576.000,250000288.000,148452,30615,253230
