Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,28400002,14320308,0,1,3,2,2,2,1,2,1,2,2,1,2,2,0,14320285,49.576,473485.000,238748.500,5750001840.000,2899361784.000,135700152,32880,1287543370
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,28400002,14320307,0,2,3,2,1,2,1,2,1,2,2,1,1,2,1,14320284,49.576,473485.000,238748.000,5750001840.000,2899355712.000,135881300,32952,1425476287
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,28400002,14320308,0,1,5,1,2,2,1,2,2,3,0,2,2,2,1,14320282,49.576,473485.000,238748.000,5750001840.000,2899355712.000,136003818,33125,1307913360
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,28400002,14320307,0,2,1,2,2,2,2,0,3,1,2,2,2,1,1,14320284,49.576,473484.500,238748.000,5749995768.000,2899355712.000,135565766,32355,1357920560
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,28400002,14320306,0,2,2,1,2,1,1,2,0,3,2,2,1,1,1,14320285,49.576,473484.500,238748.000,5749995768.000,2899355712.000,135897240,32672,1356242862
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,28400002,14320307,0,1,3,1,2,2,1,2,2,1,2,1,3,1,1,14320284,49.576,473484.500,238748.000,5749995768.000,2899355712.000,135939785,32802,1361647290
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,28400003,14320307,0,1,2,2,2,1,2,2,1,2,1,1,2,2,1,14320285,49.576,473485.000,238748.500,5750001840.000,2899361784.000,135990369,32770,1381987802
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,28400003,14320309,0,3,4,0,2,2,2,0,2,2,2,1,2,1,2,14320284,49.576,473485.000,238748.500,5750001840.000,2899361784.000,135932403,31895,1842756800
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530337,10530307,0,347,2741,2641,394,27,13,8,9,7,5,3,8,12,108,10523984,0.000,175561.500,175557.500,249999576.000,249993880.000,150049,31540,260417
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530338,10530317,0,331,2696,2707,394,18,14,6,11,9,6,7,7,8,133,10523970,0.000,175562.000,175566.000,250000288.000,250005984.000,150460,31277,253590
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530338,10530310,0,359,2789,2553,417,31,11,10,9,7,7,6,7,9,116,10523979,0.000,175562.000,175560.500,250000288.000,249998152.000,150976,30982,253665
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530338,10530316,0,336,2858,2535,397,22,9,11,8,9,5,6,11,8,83,10524018,0.000,175562.000,175563.500,250000288.000,250002424.000,153603,31430,258122
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530338,10530310,0,356,2816,2580,358,34,13,11,10,6,7,3,12,6,119,10523979,0.000,175562.000,175562.500,250000288.000,250001000.000,150623,31587,255195
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530338,10530315,0,331,2765,2663,358,32,7,13,9,7,13,7,5,14,104,10523987,0.000,175562.000,175562.500,250000288.000,250001000.000,150562,30920,259355
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530338,10530311,0,353,2427,3057,285,28,10,5,14,8,7,10,4,16,105,10523982,0.000,175561.500,175560.500,249999576.000,249998152.000,150634,31065,257437
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530338,10530310,0,347,2848,2530,401,21,12,9,8,9,9,8,8,10,104,10523986,0.000,175561.500,175561.500,249999576.000,249999576.000,150554,31495,254030
