Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,28399634,14320123,0,0,1,5,2,1,1,2,3,0,3,2,1,2,1,14320099,49.576,473485.000,238749.000,5750001840.000,2899367856.000,135978621,33352,1219958687
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,28399634,14320122,0,1,2,3,1,1,2,2,1,2,2,2,1,2,2,14320098,49.576,473485.000,238748.500,5750001840.000,2899361784.000,135879797,32595,1383886732
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,28399634,14320122,0,2,1,1,2,2,3,0,2,2,2,2,2,1,1,14320099,49.576,473485.000,238748.000,5750001840.000,2899355712.000,135961278,32437,1217512912
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,28399634,14320122,0,2,3,2,2,1,3,1,1,2,2,0,3,1,2,14320097,49.576,473484.500,238747.500,5749995768.000,2899349640.000,135376847,32970,1257124022
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,28399634,14320122,0,2,3,1,1,2,1,1,2,1,2,2,1,2,2,14320099,49.576,473484.500,238748.000,5749995768.000,2899355712.000,135984905,32815,1555372017
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,28399634,14320122,0,0,5,2,0,2,2,1,2,1,2,2,1,2,1,14320099,49.576,473484.500,238748.000,5749995768.000,2899355712.000,136115564,33880,1309068360
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,28399635,14320122,0,0,4,1,2,1,3,0,1,3,1,2,1,1,2,14320100,49.576,473485.000,238748.000,5750001840.000,2899355712.000,135968525,33467,1585366272
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,28399635,14320124,0,1,4,2,1,2,3,1,0,2,2,2,1,2,2,14320099,49.576,473485.000,238749.000,5750001840.000,2899367856.000,135935600,32962,1541175565
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530201,10530167,0,449,2663,2624,382,32,12,8,9,8,9,5,6,17,111,10523832,0.000,175562.000,175556.000,250000288.000,249991744.000,150430,31535,255425
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530201,10530176,0,325,2766,2688,344,22,14,9,6,8,12,6,8,13,143,10523812,0.000,175561.500,175560.500,249999576.000,249998152.000,150445,31202,256930
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530201,10530177,0,304,2702,2764,357,20,12,9,11,10,6,9,4,13,110,10523846,0.000,175561.500,175563.500,249999576.000,250002424.000,151172,31190,259520
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530201,10530179,0,410,2799,2538,382,15,12,11,10,8,6,10,8,8,79,10523883,0.000,175561.500,175565.000,249999576.000,250004560.000,153229,31312,259190
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530202,10530170,0,287,2819,2593,431,19,14,10,9,6,7,8,5,13,132,10523817,0.000,175562.000,175560.500,250000288.000,249998152.000,150592,31477,256885
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530202,10530179,0,369,2482,2940,326,28,9,8,10,10,6,5,8,19,105,10523854,0.000,175562.000,175565.000,250000288.000,250004560.000,150584,31217,255460
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530202,10530173,0,278,2474,2822,558,14,12,9,9,5,11,5,7,17,92,10523860,0.000,175562.000,175560.500,250000288.000,249998152.000,150624,31117,255472
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530202,10530171,0,306,2749,2666,400,23,19,8,10,8,7,7,5,14,102,10523847,0.000,175562.000,175557.500,250000288.000,249993880.000,150762,31422,257587
