Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,28399099,14319854,0,1,3,2,2,1,2,2,1,1,3,1,1,3,1,14319830,49.576,473485.000,238748.500,5750001840.000,2899361784.000,135857790,32625,1511056867
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,28399099,14319854,0,0,6,1,2,2,1,1,3,1,2,1,1,2,0,14319831,49.576,473485.000,238748.500,5750001840.000,2899361784.000,135988265,33390,1280143035
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,28399099,14319854,0,0,3,1,3,1,1,2,1,2,1,2,2,0,3,14319832,49.576,473485.000,238748.500,5750001840.000,2899361784.000,135991377,34995,1315544387
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,28399099,14319854,0,0,3,3,2,1,2,2,2,1,1,2,2,2,1,14319830,49.576,473484.500,238748.500,5749995768.000,2899361784.000,135545307,34637,1356362647
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,28399099,14319852,0,0,2,1,2,2,2,1,0,3,1,2,2,2,1,14319831,49.576,473484.500,238748.000,5749995768.000,2899355712.000,136048036,35862,1290824327
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,28399099,14319851,0,0,0,1,1,2,2,2,1,2,1,2,2,2,1,14319832,49.576,473484.500,238747.500,5749995768.000,2899349640.000,135957596,38970,1488355672
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,28399100,14319853,0,0,3,2,1,1,2,2,0,2,2,1,2,2,1,14319832,49.576,473485.000,238748.500,5750001840.000,2899361784.000,135996823,36100,1232982875
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,28399100,14319854,0,0,3,3,2,1,2,1,2,2,2,1,2,1,2,14319830,49.576,473485.000,238748.000,5750001840.000,2899355712.000,135858084,34367,1464131147
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530003,10529978,0,447,2879,2351,442,30,9,14,8,11,7,8,5,18,123,10523626,0.000,175562.000,175562.000,250000288.000,250000288.000,149955,31140,257630
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530003,10529971,0,390,2883,2531,317,32,7,10,10,7,8,7,6,15,109,10523639,0.000,175562.000,175557.500,250000288.000,249993880.000,150665,31387,257220
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530003,10529970,0,390,2934,2503,303,20,8,14,8,9,7,10,8,11,105,10523640,0.000,175562.000,175560.500,250000288.000,249998152.000,151015,31255,262947
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530003,10529977,0,466,2739,2592,329,27,6,9,9,6,8,6,5,8,62,10523705,0.000,175562.000,175562.500,250000288.000,250001000.000,153447,31187,260480
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530003,10529980,0,434,2906,2388,402,18,8,10,8,3,10,4,9,12,112,10523656,0.000,175561.500,175563.500,249999576.000,250002424.000,150877,31355,261032
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530003,10529981,0,350,2698,2671,397,31,11,8,8,9,5,6,9,13,110,10523655,0.000,175561.500,175565.000,249999576.000,250004560.000,150793,30960,254587
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530003,10529973,0,291,2726,2725,387,17,13,7,9,10,8,9,7,14,108,10523642,0.000,175561.500,175561.000,249999576.000,249998864.000,150830,31505,256057
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530004,10529978,0,378,2780,2621,335,33,17,9,8,9,6,6,8,15,115,10523638,0.000,175562.000,175565.500,250000288.000,250005272.000,150816,31362,257847
