Rx Port,IPv4 :Raw priority,Flow Group,Tx Frames,Rx Frames,Rx Frames per Bin : 0us - 30us,Rx Frames per Bin : 30us - 33.34us,Rx Frames per Bin : 33.34us - 36.66us,Rx Frames per Bin : 36.66us - 40us,Rx Frames per Bin : 40us - 43.34us,Rx Frames per Bin : 43.34us - 46.66us,Rx Frames per Bin : 46.66us - 50us,Rx Frames per Bin : 50us - 53.34us,Rx Frames per Bin : 53.34us - 56.66us,Rx Frames per Bin : 56.66us - 60us,Rx Frames per Bin : 60us - 63.34us,Rx Frames per Bin : 63.34us - 66.66us,Rx Frames per Bin : 66.66us - 70us,Rx Frames per Bin : 70us - 73.34us,Rx Frames per Bin : 73.34us - 76.66us,Rx Frames per Bin : 76.66us - maxus,Loss %,Tx Frame Rate,Rx Frame Rate,Tx Rate (bps),Rx Rate (bps),Cut-Through Avg Latency (ns),Cut-Through Min Latency (ns),Cut-Through Max Latency (ns)
Port 1,0x1,HQoS Traffic-cpu7-flow0-lp - Flow Group 0001,28399677,14320147,0,1,2,2,2,0,3,2,2,1,2,1,2,1,2,14320124,49.576,473485.000,238748.500,5750001840.000,2899361784.000,135649740,32785,1290343082
Port 1,0x1,HQoS Traffic-cpu6-flow0-lp - Flow Group 0001,28399677,14320147,0,2,1,2,2,1,1,2,1,2,2,1,1,2,3,14320124,49.576,473484.500,238748.000,5749995768.000,2899355712.000,135860396,32360,1766546412
Port 1,0x1,HQoS Traffic-cpu5-flow0-lp - Flow Group 0001,28399677,14320147,0,1,2,1,2,1,2,2,2,1,1,3,2,1,1,14320125,49.576,473484.500,238748.000,5749995768.000,2899355712.000,135994423,33015,1282221882
Port 1,0x1,HQoS Traffic-cpu4-flow0-lp - Flow Group 0001,28399677,14320149,0,1,5,2,2,2,1,1,2,2,2,1,2,1,2,14320123,49.576,473484.500,238748.000,5749995768.000,2899355712.000,135545827,33020,1176788147
Port 1,0x1,HQoS Traffic-cpu3-flow0-lp - Flow Group 0001,28399678,14320148,0,0,3,3,1,2,2,0,2,2,1,2,1,1,2,14320126,49.576,473485.000,238748.500,5750001840.000,2899361784.000,135871865,33392,1409131405
Port 1,0x1,HQoS Traffic-cpu2-flow0-lp - Flow Group 0001,28399678,14320150,0,0,4,3,3,1,0,2,3,2,1,2,1,2,2,14320124,49.576,473485.000,238749.000,5750001840.000,2899367856.000,135979055,33395,1439519252
Port 1,0x1,HQoS Traffic-cpu1-flow0-lp - Flow Group 0001,28399678,14320148,0,1,2,2,2,0,3,1,2,2,1,2,1,2,1,14320126,49.576,473485.000,238749.000,5750001840.000,2899367856.000,136006122,32925,1360361572
Port 1,0x1,HQoS Traffic-cpu0-flow0-lp - Flow Group 0001,28399678,14320148,0,0,4,2,1,1,2,1,2,2,2,2,0,3,1,14320125,49.576,473485.000,238748.500,5750001840.000,2899361784.000,135947902,34112,1211095692
Port 1,0x0,HQoS Traffic-cpu7-flow0-hp - Flow Group 0001,10530217,10530191,0,327,2533,2941,320,24,11,12,8,11,8,7,6,9,127,10523847,0.000,175562.000,175560.000,250000288.000,249997440.000,149851,31332,256825
Port 1,0x0,HQoS Traffic-cpu6-flow0-hp - Flow Group 0001,10530217,10530192,0,357,2379,2833,548,26,12,13,8,8,7,9,7,14,114,10523857,0.000,175561.500,175565.500,249999576.000,250005272.000,150450,31320,255200
Port 1,0x0,HQoS Traffic-cpu5-flow0-hp - Flow Group 0001,10530217,10530191,0,300,2697,2747,382,18,14,10,10,6,7,4,8,12,96,10523880,0.000,175561.500,175561.000,249999576.000,249998864.000,150887,31355,258720
Port 1,0x0,HQoS Traffic-cpu4-flow0-hp - Flow Group 0001,10530217,10530195,0,325,2621,2832,345,18,13,13,10,7,12,8,9,9,74,10523899,0.000,175561.500,175563.000,249999576.000,250001712.000,153322,31282,262057
Port 1,0x0,HQoS Traffic-cpu3-flow0-hp - Flow Group 0001,10530218,10530189,0,446,2608,2650,418,26,9,13,5,10,7,7,10,16,125,10523839,0.000,175562.000,175561.000,250000288.000,249998864.000,150290,31057,253600
Port 1,0x0,HQoS Traffic-cpu2-flow0-hp - Flow Group 0001,10530218,10530189,0,294,2570,2820,449,16,9,9,8,7,7,10,7,14,120,10523849,0.000,175562.000,175559.500,250000288.000,249996728.000,150448,31347,260347
Port 1,0x0,HQoS Traffic-cpu1-flow0-hp - Flow Group 0001,10530218,10530185,0,301,2296,3164,342,43,13,11,6,7,5,8,3,12,100,10523874,0.000,175562.000,175556.000,250000288.000,249991744.000,150925,31410,258617
Port 1,0x0,HQoS Traffic-cpu0-flow0-hp - Flow Group 0001,10530218,10530193,0,276,2712,2790,346,20,13,5,11,9,9,5,7,15,123,10523852,0.000,175562.000,175560.000,250000288.000,249997440.000,150365,31185,254495
